item_id,item_name,category,size,temperature,description,price_inr,rating,calories,availability
ITEM0458,Iced Latte,Coffee,Medium,Cold,"Medium Iced Latte, rich and strong, served cold.",380,4.3,127,Available
ITEM0459,Caramel Latte,Coffee,Medium,Hot,"Medium Caramel Latte, light and refreshing, served hot.",109,3.6,504,Available
ITEM0460,Cold Coffee,Coffee,Large,Hot,"Large Cold Coffee, sweet and aromatic, served hot.",238,4.4,239,Available
ITEM0461,Espresso,Coffee,Large,Hot,"Large Espresso, chocolate flavored, served hot.",439,3.2,568,Available
ITEM0462,Iced Latte,Coffee,Large,Cold,"Large Iced Latte, caramel flavored, served cold.",165,3.9,335,Available
ITEM0463,Hazelnut Coffee,Coffee,Small,Cold,"Small Hazelnut Coffee, nutty and balanced, served cold.",299,3.7,125,Available
ITEM0464,Caramel Latte,Coffee,Large,Hot,"Large Caramel Latte, mild and creamy, served hot.",334,4.0,428,Available
ITEM0465,Cold Coffee,Coffee,Large,Hot,"Large Cold Coffee, smooth and creamy, served hot.",268,3.5,165,Available
ITEM0466,Latte,Coffee,Large,Hot,"Large Latte, rich and strong, served hot.",102,4.7,72,Available
ITEM0467,Espresso,Coffee,Medium,Cold,"Medium Espresso, light and refreshing, served cold.",276,4.9,243,Available
ITEM0468,Iced Latte,Coffee,Large,Cold,"Large Iced Latte, sweet and aromatic, served cold.",194,3.8,486,Available
ITEM0469,Mocha,Coffee,Small,Cold,"Small Mocha, chocolate flavored, served cold.",141,4.1,113,Available
ITEM0470,Latte,Coffee,Large,Hot,"Large Latte, caramel flavored, served hot.",285,3.3,536,Available
ITEM0471,Hazelnut Coffee,Coffee,Medium,Cold,"Medium Hazelnut Coffee, nutty and balanced, served cold.",124,4.2,68,Available
ITEM0472,Latte,Coffee,Medium,Cold,"Medium Latte, mild and creamy, served cold.",398,3.6,437,Out of Stock
ITEM0473,Hazelnut Coffee,Coffee,Small,Hot,"Small Hazelnut Coffee, smooth and creamy, served hot.",157,3.2,479,Available
ITEM0474,Latte,Coffee,Large,Cold,"Large Latte, rich and strong, served cold.",405,4.7,69,Available
ITEM0475,Espresso,Coffee,Large,Cold,"Large Espresso, light and refreshing, served cold.",237,3.4,602,Available
ITEM0476,Macchiato,Coffee,Medium,Hot,"Medium Macchiato, sweet and aromatic, served hot.",152,4.5,155,Available
ITEM0477,Affogato,Dessert,Large,Cold,"Large Affogato, chocolate flavored, served cold.",438,4.8,529,Available
ITEM0478,Iced Mocha,Tea,Large,Hot,"Large Iced Mocha, caramel flavored, served hot.",406,4.7,136,Available
ITEM0479,Macchiato,Coffee,Large,Hot,"Large Macchiato, nutty and balanced, served hot.",201,3.7,382,Out of Stock
ITEM0480,Caramel Latte,Coffee,Large,Cold,"Large Caramel Latte, mild and creamy, served cold.",242,4.0,299,Available
ITEM0481,Latte,Coffee,Small,Hot,"Small Latte, smooth and creamy, served hot.",159,3.4,520,Out of Stock
ITEM0482,Flat White,Coffee,Medium,Hot,"Medium Flat White, rich and strong, served hot.",354,3.8,272,Out of Stock
ITEM0483,Mocha,Coffee,Medium,Cold,"Medium Mocha, light and refreshing, served cold.",141,3.4,371,Available
ITEM0484,Latte,Coffee,Medium,Hot,"Medium Latte, sweet and aromatic, served hot.",126,4.5,424,Out of Stock
ITEM0485,Iced Latte,Coffee,Small,Cold,"Small Iced Latte, chocolate flavored, served cold.",213,4.7,238,Available
ITEM0486,Macchiato,Coffee,Medium,Hot,"Medium Macchiato, caramel flavored, served hot.",128,4.0,203,Available
ITEM0487,Espresso,Coffee,Small,Hot,"Small Espresso, nutty and balanced, served hot.",146,3.6,470,Available
ITEM0488,Vanilla Latte,Coffee,Large,Hot,"Large Vanilla Latte, mild and creamy, served hot.",378,4.3,136,Available
ITEM0489,Americano,Coffee,Small,Cold,"Small Americano, smooth and creamy, served cold.",145,3.4,399,Available
ITEM0490,Espresso,Coffee,Medium,Hot,"Medium Espresso, rich and strong, served hot.",166,4.9,503,Out of Stock
ITEM0491,Cold Coffee,Coffee,Small,Cold,"Small Cold Coffee, light and refreshing, served cold.",429,4.0,422,Available
ITEM0492,Affogato,Dessert,Medium,Cold,"Medium Affogato, sweet and aromatic, served cold.",308,4.8,95,Available
ITEM0493,Vanilla Latte,Coffee,Medium,Cold,"Medium Vanilla Latte, chocolate flavored, served cold.",290,4.8,550,Available
ITEM0494,Americano,Coffee,Medium,Cold,"Medium Americano, caramel flavored, served cold.",150,4.0,598,Available
ITEM0495,Vanilla Latte,Coffee,Large,Hot,"Large Vanilla Latte, nutty and balanced, served hot.",275,4.6,427,Out of Stock
ITEM0496,Iced Latte,Coffee,Medium,Cold,"Medium Iced Latte, mild and creamy, served cold.",369,4.1,457,Available
ITEM0497,Cappuccino,Coffee,Small,Cold,"Small Cappuccino, smooth and creamy, served cold.",385,3.6,347,Available
ITEM0498,Hazelnut Coffee,Coffee,Medium,Cold,"Medium Hazelnut Coffee, rich and strong, served cold.",379,5.0,223,Available
ITEM0499,Latte,Coffee,Large,Hot,"Large Latte, light and refreshing, served hot.",216,4.2,117,Available
ITEM0500,Iced Mocha,Snack,Medium,Hot,"Medium Iced Mocha, sweet and aromatic, served hot.",170,3.6,385,Available
